"","psi","p11","p10","PoO.0","PoO.1","PoO.2","PoO.3"
"ASV24",0.299601425385238,0.213976504763771,0.0323300513792233,0.186500756017822,0.651323914953001,0.938349268286092,0.992001023599796
"ASV25",0.0626357836601675,0.667872273192362,0.0163206616068276,0.00256538960057194,0.237645641557942,0.974214384560359,0.999781664647692
"ASV26",0.174214482597986,0.523866380011995,0.026958473675983,0.0241215461987604,0.495358794110445,0.974988790163006,0.999354454474324
"ASV27",0.262332478502832,0.24195022136374,0.0311414791890342,0.14554368034329,0.628449702074085,0.94380716603949,0.99403992031296
"ASV28",0.0908301999338526,0.439386120566709,0.00945929246816471,0.0177895262353131,0.597823329510555,0.991869776042947,0.999900136147411
"ASV29",0.24928739258683,0.186221750933688,0.0158174128292886,0.158052944308145,0.727735418152457,0.974397105499494,0.998158007653257
"ASV30",0.853342298228569,0.230814255853263,0.0608839000844927,0.761739413106153,0.936700769082986,0.985610207693975,0.996855631940277
"ASV31",0.132521193950114,0.525865643844138,0.0296858322809526,0.0175114110079801,0.392520184521528,0.95905717173294,0.998823787734924
"ASV32",0.34117659651243,0.141751550733466,0.0220946869455536,0.25929942824691,0.719027936649953,0.949256855768511,0.992740517962758
"ASV33",0.0464686587505646,0.715057876136224,0.0112819499735071,0.00116512211894166,0.204162127024124,0.982584084224379,0.999919412300243
"ASV34",0.207751214936154,0.351435188485719,0.0303074517945212,0.0727505911578062,0.576314788862085,0.959320934712424,0.99756011351301
"ASV35",0.21337618695964,0.78141658444167,0.036711802023501,0.00315927577999821,0.229161280546024,0.965381726737011,0.999617858344323
"ASV36",0.297989759784155,0.178840183159161,0.0211365089861117,0.200381418152632,0.716517644608813,0.962254698870676,0.996125989120236
"ASV37",0.227260441957951,0.229811755491226,0.0153853555381284,0.12339222720032,0.72884455997826,0.980889615148874,0.998980769723657
"ASV38",0.366986415582756,0.142810247631343,0.035398324664382,0.289187203689212,0.648755510277366,0.893450536191004,0.974403999662295
"ASV39",0.131203708216971,0.806785911544875,0.0173962382241609,0.00114686128818005,0.213095344271297,0.984584467117108,0.999933620474875
"ASV40",0.258267203816847,0.194606710957625,0.0156586214995666,0.160175817289687,0.743393275058439,0.97777977591019,0.998506118692095
"ASV41",0.288649783514643,0.223616429574623,0.031733845424463,0.172997341253196,0.647684600482967,0.941711041486825,0.993006072671258
"ASV42",0.255548090231985,0.190872374409822,0.0157794017677287,0.160176175617728,0.737279274992848,0.976354852133719,0.998356793439113
"ASV43",0.257288760427548,0.202432565514939,0.0157384763233181,0.155633331433498,0.745269465875264,0.978920784766667,0.998645255668791
"ASV44",0.100368665061919,0.567672518719486,0.0258225644941649,0.00965702882953619,0.325708611117201,0.959884374159606,0.999157044435322
"ASV45",0.310967882986293,0.451964791510329,0.0678370645601101,0.0840074678704083,0.509639089732057,0.921739871267857,0.992563483427239
"ASV46",0.0511466237332401,0.707899305110366,0.0114133539272652,0.0013885705402517,0.225937288424626,0.983941056627721,0.999922254767303
"ASV47",0.518604403336187,0.229314257662142,0.0635489388110216,0.375194058688934,0.724741007120712,0.920283233482912,0.98062679806529
"ASV48",0.266123104376053,0.191244134607904,0.0164626876692333,0.167791939054925,0.740151299767639,0.975751848171124,0.998244037639379
"ASV49",0.0366046072687905,0.78817351206536,0.00694892718187937,0.000368635455169735,0.163941621583407,0.990500371415249,0.99998196364579
"ASV50",0.066879106051925,0.636010050417141,0.0208559984802489,0.00366846933762027,0.231977198874066,0.961206810722876,0.999508260759251
"ASV51",0.253660648158211,0.189874247778342,0.015251039878155,0.159122073527977,0.741185000663086,0.977446390116539,0.998477624622469
"ASV52",0.31873489951408,0.198831211077049,0.0410415842716568,0.214346838175037,0.612712036698104,0.901710215327913,0.981549113576792
"ASV53",0.266560238836929,0.229540186109448,0.0309542685566891,0.154449836311626,0.630129726227092,0.94079197168205,0.993297545201723
"ASV54",0.265247302607214,0.194784697679901,0.0161285288019411,0.165200997119974,0.744912975935966,0.977320503529641,0.998429899158325
"ASV55",0.268362799908214,0.192464671500709,0.0160973472136834,0.168602318786837,0.747105280908704,0.977291177223342,0.998407457072783
"ASV56",0.0863965184840713,0.445766212678654,0.00888859009622819,0.0162677308992409,0.597268388039793,0.992537414307469,0.999916169455125
"ASV57",0.357107829919742,0.144739473990736,0.030906355793809,0.276317022936538,0.669544158279516,0.91490506105878,0.982774373862395
"ASV58",0.14507890303883,0.49692194798616,0.0412987193499391,0.0239339094350564,0.359899962840232,0.928018152274652,0.996628676969386
"ASV59",0.226165517018867,0.204266540501628,0.0146407565541284,0.133389416994221,0.726719456729043,0.978697541283536,0.998741730290366
"ASV60",0.383310442137736,0.130280595118438,0.0432801627922091,0.318311918296505,0.60725677447756,0.836598213668034,0.944300218663347
"ASV61",0.332563071416885,0.152273026561619,0.0259576690713229,0.247255471112673,0.688861135227317,0.937197818309567,0.990156081631211
"ASV62",0.0758464652344637,0.624401653600934,0.0158043821610339,0.004540894104221,0.320762646923773,0.97995529093646,0.999802456193899
"ASV63",0.386137605758151,0.178541897249923,0.066277547860712,0.299879468264915,0.567387113331114,0.800635168623417,0.924793951593284
"ASV64",0.35247553558393,0.149844613117975,0.0269336191131509,0.266339447751483,0.698040005367353,0.936388643618496,0.989444486314121
"ASV65",0.254887468754921,0.191805730804756,0.0155034630077932,0.159132506073164,0.740400400177538,0.977263799132787,0.998458637189164
"ASV66",0.105806980823268,0.434667272592599,0.0101895879536333,0.0215709229210385,0.622156445318096,0.99193420701994,0.999891139903755
"ASV67",0.0368970847729342,0.777303381670171,0.00695936646070024,0.00043188841813744,0.177087220126908,0.990756018720712,0.99998126688696
"ASV68",0.0957000659835963,0.733808838324217,0.0113767155571337,0.00206154058029786,0.331045632810923,0.991635166356454,0.999964788311252
"ASV69",0.296264424208556,0.166969563081637,0.0205791891747118,0.205735702958553,0.711893576493985,0.959301762651454,0.995572325722816
"ASV70",0.115251620445767,0.417289509532694,0.0103748978697292,0.0259044993736423,0.644954554988651,0.992005388581108,0.999882032985048
"ASV71",0.349896748450077,0.145736507834275,0.0262370105279472,0.266534309042054,0.697047942410968,0.935766259542013,0.98927499664018
"ASV72",0.106038977082436,0.43023292107164,0.00984903443559753,0.0221018377427174,0.631774805657012,0.992380693270404,0.999898870192172
"ASV73",0.2361618741871,0.215731445232201,0.0153134571569342,0.135105220234612,0.734255201629132,0.979948467375658,0.998844503022997
"ASV74",0.309152501094706,0.179744644467343,0.0214418341463516,0.208584645005105,0.72495599400491,0.963449939841952,0.996220946732897
"ASV75",0.138836583039134,0.54522465172084,0.0236238269942833,0.0160302145399571,0.44667028003348,0.975609129063671,0.999495702406116
"ASV76",0.230849143798227,0.201477084496572,0.015132786282073,0.137910739288863,0.724282153703864,0.977342763419541,0.998590223417433
"ASV77",0.100231313578409,0.439627984289892,0.0102636089413875,0.0198175592699029,0.604677117323648,0.991432321529003,0.999885785261917
"ASV78",0.262724188077835,0.233647882407081,0.0310080235937525,0.14985980562524,0.626792914310049,0.941180778916512,0.99348330775393
"ASV79",0.259807344572651,0.197303184186563,0.0158965476839894,0.159999477175258,0.743485023928589,0.977829117825915,0.998512171480421
"ASV80",0.263144299339906,0.195942623823587,0.0160097229149619,0.163074802571325,0.744795663036614,0.977634502598211,0.998474928045979
"ASV81",0.257112782666911,0.203851966838204,0.0160794878177674,0.154947902898136,0.741791404835566,0.978266131600075,0.998584024478274
"ASV82",0.243074135526371,0.202043268042595,0.0157055969989414,0.146101489230452,0.730827410173612,0.977316216030044,0.9985394715306
"ASV83",0.286349681804322,0.18279149552707,0.0168584387348847,0.187283943826839,0.750372084454269,0.975131038538679,0.998048697554133
"ASV84",0.169778696418704,0.336868861465028,0.0159296737083737,0.0588910223140627,0.662591520273924,0.984032430045943,0.999483197970601
"ASV85",0.390047662214154,0.140760636849717,0.0468183909671656,0.318996867948598,0.609725147164074,0.838985593349875,0.945589034664752
"ASV86",0.109437003836856,0.68625534791712,0.0208651881444197,0.00402669529581185,0.293277900141581,0.977061674251366,0.999771329143036
"ASV87",0.270298082744994,0.197160520183312,0.0165216384232152,0.167711584845663,0.746561126749266,0.977304751791671,0.998413965450948
"ASV88",0.261692624760171,0.201941116254841,0.0165600686204402,0.159250926605324,0.740014495833317,0.977154708002305,0.998446602129439
"ASV89",0.317200477789219,0.160113122108472,0.0177811491120552,0.225079269443906,0.753613939203924,0.969888361478916,0.997060458724201
"ASV90",0.264435215533479,0.199375065231166,0.0163585256689016,0.162376774932743,0.74377040513795,0.977510620259192,0.998465895917661
"ASV91",0.0953150361956449,0.434924349319476,0.00942455651227346,0.0191826799069039,0.612729796699726,0.992247684943885,0.999903431471107
"ASV92",0.230565255240587,0.201606443003516,0.0148318330182371,0.137554195803099,0.727900810685206,0.978198856729693,0.998672995187868
"ASV93",0.271315046224782,0.173511563600499,0.0162259236007272,0.180851098935492,0.73754598774083,0.972803583465648,0.997808426197976
"ASV94",0.310597002951843,0.163124775613233,0.0252159303407483,0.221843976082367,0.682357617936275,0.941816473694664,0.991868044168284
"ASV95",0.297795811045477,0.181731545421506,0.0209745507264201,0.198464712090389,0.719638714516271,0.963780228105456,0.996387895417541
"ASV96",0.37139947320627,0.13861831405808,0.0269568504329026,0.290719976248476,0.704222649700645,0.93257068389754,0.987705621133465
"ASV97",0.109948896865706,0.419877763037494,0.00979272286085755,0.0242381770533847,0.6451322095033,0.99253998233501,0.999897311636063
"ASV98",0.159944324698589,0.352770538689783,0.0155979730762851,0.0513369524875303,0.650529494278577,0.984622876752514,0.999546194578537
"ASV99",0.27929171147052,0.176246850489392,0.0164303742218153,0.185437958455344,0.744623759120026,0.973921323630985,0.997913719334433
"ASV100",0.221243001115751,0.240677581506923,0.0149263353425775,0.115137292214741,0.731316805267449,0.982739692953291,0.999161079904288
"ASV101",0.348651692531288,0.133932434991344,0.0220812204047411,0.271038072037269,0.718029753491825,0.945770818559859,0.991697428540257
"ASV102",0.243735528083372,0.201747745768062,0.0155614548327744,0.146634122523385,0.733141481428173,0.977740774244166,0.998578124978367
"ASV103",0.264484276252382,0.174506250161427,0.016391792742765,0.175298971956563,0.729462600692038,0.971593610122078,0.997700472092458
"ASV104",0.325760285313202,0.152162681714371,0.0259214229858854,0.24161721841442,0.682405823714933,0.935446751973883,0.989871455277565
"ASV105",0.375168011719201,0.136407288378687,0.0314472766146366,0.298549660485973,0.674326843563967,0.909689950776512,0.980001357091308
"ASV106",0.252605327919333,0.201413286687931,0.0158517884448336,0.152960975969268,0.738743026503634,0.977913511782736,0.998559703248254
"ASV107",0.242091571072484,0.198198384794246,0.0151697110365333,0.147032113963612,0.734486313139794,0.977970150392227,0.998598285790168
"ASV108",0.356902132248011,0.149832768358986,0.0310826678655189,0.272678734518636,0.673166465810754,0.918800306582231,0.984168149325047
"ASV109",0.220768324073737,0.225245952788643,0.0148979044339679,0.121127773629254,0.725991360446527,0.980745166010285,0.998979786416705
"ASV110",0.130951582011849,0.515531049704187,0.0362931040411476,0.0187842657873855,0.35104040709844,0.938591640325832,0.997689868802972
"ASV111",0.037769658300618,0.769142655894214,0.00700357981983277,0.00049298974983344,0.188965378465362,0.990995943197645,0.999980766107098
"ASV112",0.829392005359856,0.439434432998731,0.0521491135291807,0.501392863125845,0.93475919211508,0.99512542617878,0.99965632432852
"ASV113",0.0494828852641329,0.711936824123796,0.0116543749603764,0.00128727802801286,0.212691558025108,0.982645270304376,0.999915742043616
"ASV114",0.332154532349483,0.164691697096448,0.0303518116118773,0.241247220599755,0.666966706217693,0.926549047445572,0.98757081120564
"ASV115",0.0375356863212549,0.768377409812703,0.00695238779356069,0.000494626506590845,0.18994806505315,0.991080161006958,0.999981006271481
"ASV116",0.216860813808611,0.218139048080471,0.0146199790955109,0.121520875023004,0.722317826249683,0.979965904368125,0.998914009589471
"ASV117",0.0923189254603864,0.439027391259768,0.00905631580129011,0.0181173671267742,0.612417199724134,0.992663787223302,0.999913705148796
"ASV118",0.30263059159368,0.179694214350346,0.0211219144497737,0.203430144741256,0.721654484956245,0.963397822155507,0.996271575440676
"ASV119",0.244608298994539,0.200882602339369,0.0152493073116805,0.147515698822479,0.737467481120781,0.978540910088151,0.998650918769817
"ASV120",0.245752508725505,0.20230285314479,0.015695335983205,0.147793233507842,0.733918191094217,0.977712778557588,0.998568801952856
"ASV121",0.237448634106046,0.206197827432543,0.0150404539562869,0.14015328387039,0.734941704799146,0.979239014505898,0.998755230116298
"ASV122",0.247165312686499,0.236083449616327,0.0304040682596541,0.138351381501667,0.612771920044888,0.939744190189562,0.993536106034536
"ASV123",0.243985219741272,0.193695755582308,0.0155470253560463,0.150609551770673,0.729525418155888,0.976206469681208,0.998400246549917
"ASV124",0.297789323464875,0.172531083151091,0.0211032623627185,0.20391364884709,0.712425489773656,0.959936357029693,0.995703300314067
"ASV125",0.339319580620687,0.143113463857357,0.0223147167347186,0.256932250739567,0.716730038580351,0.948756945287176,0.992673080605836
"ASV126",0.241929248049771,0.823627892294613,0.0542484207979722,0.00206556626558123,0.144210019960929,0.932060149839553,0.999105457744433
"ASV127",0.305652313168881,0.163762041030824,0.0213472118893383,0.215461108699657,0.71145092164283,0.956777026367259,0.994993281093397
"ASV128",0.235194636853798,0.248826298027341,0.015758638814898,0.120266314384768,0.738790170695337,0.983197634841329,0.999174661332252
"ASV129",0.235705335196755,0.201192659261346,0.0151215205637866,0.141296112228948,0.729675361173405,0.977914881312421,0.998625186049099
"ASV130",0.151638221494529,0.347028138825489,0.0148775667659575,0.0494769601546345,0.646862894252086,0.984723741566032,0.999559361283805
"ASV131",0.282093110468516,0.173651627060071,0.0202260869064952,0.190769348201111,0.70586070335149,0.960673945756416,0.995994730728725
"ASV132",0.345310659593722,0.152856247159795,0.022449539037144,0.255544807896742,0.729512862389429,0.954935964809176,0.994029683652398
"ASV133",0.257839400315243,0.199889581941311,0.0159691729777341,0.157366954141497,0.74193712220378,0.977905269528124,0.998534491035647
"ASV134",0.249809220989825,0.203500512565193,0.0158293430130759,0.150032201114557,0.73711504215885,0.978041621305098,0.998588626301565
"ASV135",0.0754609117942695,0.528066372094162,0.00825055362770942,0.00871827858319055,0.541900713219791,0.993754138059455,0.99995327313184
"ASV136",0.238083811409019,0.195707629838843,0.0150773307799484,0.145416193075693,0.730077370192236,0.977269280753978,0.998538858010547
"ASV137",0.225338717863345,0.807823390966327,0.0311912359267425,0.00226530375537431,0.228655288150199,0.974813522758301,0.999802148851592
"ASV138",0.266634076533294,0.196145398984763,0.0164269725499041,0.165606860772124,0.743571877246636,0.976939917862578,0.998386970920651
"ASV139",0.254457830822698,0.244814623501815,0.026431993280444,0.137407685882109,0.655417910138001,0.957826366381055,0.996326030494775
"ASV140",0.246488710733408,0.200607022976466,0.0155576970912387,0.149046937774853,0.73554085598842,0.97785899841948,0.998576126378036
"ASV141",0.289684387335346,0.218098139202411,0.0360497512242348,0.178748628232847,0.618811546081036,0.923710438388802,0.989047971551849
"ASV142",0.279090569828768,0.177282346162832,0.0164449440308194,0.184724767486999,0.744906262782401,0.974116202803076,0.997942490797898
"ASV143",0.278159953416017,0.177997009187586,0.0162848377834945,0.183564125353933,0.746255525363606,0.974663961704001,0.998016663724132
"ASV144",0.249020456027418,0.180896102134522,0.0153603717771818,0.160294605201194,0.729908617147253,0.974527559106119,0.998157067095003
"ASV145",0.328480143418691,0.167205264915337,0.0219241623905314,0.231926086484338,0.73006761040282,0.960357296785102,0.995412542729919
"ASV146",0.281541322859373,0.180442505779007,0.016738212793148,0.184950368735447,0.745862773756247,0.9743317242099,0.99796723751418
"ASV147",0.250965612843787,0.19234368207914,0.0155662718810199,0.156136668392681,0.735915928717634,0.976727961845146,0.998420494718331
"ASV148",0.285440146849891,0.167863569668933,0.0167955325869715,0.194960167856084,0.740921358415635,0.971240952306894,0.997498802902612
"ASV149",0.263149494674908,0.1906683771853,0.0158546469103179,0.165707856457637,0.743888944159775,0.976998338109261,0.998392644535352
"ASV150",0.229193222790776,0.198310209657121,0.0146961942470459,0.138052873540453,0.726495669194689,0.977803786423528,0.998633123899547
"ASV151",0.326841311686438,0.154584723407713,0.0256308850863467,0.240782721113102,0.687941564322603,0.938740487188344,0.990699346218521
"ASV152",0.246900479467046,0.187309167657521,0.0153630022183246,0.155647148128899,0.731400893779144,0.975742253235406,0.998319837386994
"ASV153",0.236923704660444,0.207864907890097,0.0153901320203262,0.139174834798771,0.730766495221229,0.978525703131625,0.998694503800231
"ASV154",0.235784330992694,0.212709432200562,0.0158168794770267,0.136393131004523,0.72641074277067,0.978087709500842,0.998669163178678
"ASV155",0.190266743857145,0.80714213964538,0.0635242383880393,0.00204810833189353,0.112391742465543,0.886523153047631,0.997929632961976
"ASV156",0.229576869851453,0.205461291089149,0.0150984349872752,0.135281999931595,0.725200135520414,0.978029757047749,0.99867006940162
"ASV157",0.239625188540214,0.200239809217097,0.0153091830404506,0.144453494468463,0.731116730935216,0.977672909823953,0.998583930380385
"ASV158",0.237456693294353,0.193432874138501,0.0150118902883268,0.146015361572037,0.729034400691992,0.976924985659933,0.998501198982995
"ASV159",0.2163584864462,0.212242598402465,0.0144969719407846,0.123586029527506,0.720884074289617,0.979297952249674,0.998847139488816
"ASV160",0.248549919184972,0.205470607301661,0.015737641198175,0.148200057271151,0.737807026695857,0.978500500970882,0.998643353401459
"ASV161",0.349500519089345,0.155906397724059,0.0265049109451359,0.259393425585259,0.703794209804853,0.941584713721959,0.990937818228324
"ASV162",0.113750081116831,0.428917664507419,0.00989346274882383,0.024036945621729,0.649271202288677,0.992864466601401,0.999904393781446
"ASV163",0.242176123040142,0.540623062893375,0.0463347657449726,0.0344858850247458,0.463853354599508,0.954454671465734,0.998033837371285
"ASV164",0.255849792695233,0.183421070631862,0.0153732958637362,0.163957881196736,0.738313646223387,0.975955566654973,0.998290434553568
"ASV165",0.222548622513161,0.226009498475067,0.0148440979313636,0.121896043502802,0.729012578316874,0.981179958925949,0.999011219142014
"ASV166",0.22879319958421,0.208393009288249,0.0154572912283676,0.13360251295078,0.721111650003146,0.977455015337574,0.998626332944843
"ASV167",0.23523893687304,0.201501769024375,0.0149187517630127,0.140766791644384,0.7318903737757,0.97848816394113,0.998682335632591
"ASV168",0.23834995783167,0.204350257529609,0.0152610129958267,0.141680749082573,0.73230557973526,0.978418549990716,0.998670809387542
"ASV169",0.323633513628445,0.157133860704755,0.0255305254058756,0.236425338586975,0.687816266442043,0.940039626643223,0.991115707158546
"ASV170",0.229510533663179,0.202474570669241,0.0147532658518489,0.136436020300772,0.728161754757132,0.978455278180542,0.99870295971597
"ASV171",0.257498850475315,0.212385898975643,0.0157807083345859,0.150903715611923,0.749308291972748,0.980494943503654,0.998818562143978
"ASV172",0.261023647566757,0.193726531810601,0.0158022869533162,0.162619370497879,0.743993657188317,0.97752294995838,0.998465819671089
"ASV173",0.255253347992039,0.191452870888814,0.0155768944603028,0.159595882258462,0.739704222645974,0.977024911276358,0.998431038925376
"ASV174",0.259509395185124,0.198556901210393,0.0161447909898044,0.159264021766799,0.740933998279129,0.977365197234176,0.99846840790128
"ASV175",0.230937286418712,0.206337198287545,0.0153571693109787,0.135886145234739,0.723854479993137,0.97762565799397,0.998628888567358
"ASV176",0.243154677856143,0.20172057252187,0.0153056482401424,0.146155382595759,0.735645082569682,0.978373864186837,0.998642189947723
"ASV177",0.14558278790336,0.704731308823859,0.0661321161718673,0.00535677308227484,0.153629801772947,0.859506878431958,0.995173577301197
"ASV178",0.280054255313966,0.184094032991037,0.0169948165426652,0.181957917145725,0.743781216194792,0.974283481780578,0.997981585176041
"ASV179",0.243138574860094,0.206790703684786,0.0152107000463296,0.143739697990075,0.739135132914411,0.97951825538092,0.998762687538254
"ASV180",0.240523765298912,0.195018343830019,0.0154907369297895,0.1475708646368,0.727186314741381,0.976213633000528,0.998419991921998
"ASV181",0.31756545193329,0.15833304134738,0.0210677413464741,0.228250410323108,0.72107875146497,0.957623249996158,0.99496297684259
"ASV182",0.225605718443466,0.225540872872689,0.0152521939243291,0.124122816262524,0.727117021883728,0.98043095237982,0.998939593343007
"ASV183",0.275352259820296,0.192811574016902,0.0166667341341479,0.17367429662585,0.747605536300611,0.976605272947367,0.998303112910622
"ASV184",0.284848474068136,0.157753524841306,0.016749750934316,0.200221593327988,0.733515265103815,0.968014762551661,0.997003813541891
"ASV185",0.266257608419773,0.184951200669488,0.0159403543564597,0.170935838273102,0.742818056438067,0.975881076255837,0.998238841277389
"ASV186",0.249693480543873,0.193942141025778,0.0157641723343081,0.154546552783736,0.733049961850716,0.976332084601492,0.998388878785263
"ASV187",0.241535629996149,0.232212136610438,0.0160051099370236,0.131404120679333,0.737739019152331,0.981240191425893,0.99897286172941
"ASV188",0.230972837121557,0.202097083682973,0.0150076927132535,0.13767138129874,0.726326788826735,0.977836538831868,0.99863839644151
"ASV189",0.261277136283481,0.200397535085427,0.0162034805778264,0.15959368455318,0.742905863414468,0.97776297152117,0.99850762031115
"ASV190",0.284997072139416,0.171503556416308,0.0167682231498232,0.192553193927104,0.743234041975455,0.972325970830917,0.997660667168312
"ASV191",0.102188953944905,0.436830289759441,0.00977791885450546,0.0205087696428822,0.621891775371,0.992319434903436,0.999901476631257
"ASV192",0.286317321144449,0.17830458492344,0.0168163427856645,0.189752959138188,0.748184327445271,0.974156685165257,0.99791331221993
"ASV193",0.240951151172452,0.19829122352874,0.015259576765366,0.146243887096554,0.732195880487922,0.977598133554787,0.998566378032851
"ASV194",0.244146712001423,0.204150580826767,0.0154994652236042,0.145759930897602,0.735464240390788,0.978401627151597,0.998647002755672
"ASV195",0.273901611903326,0.184538253469757,0.0163807574097504,0.176917976086308,0.744951268534935,0.975423906607501,0.998149286880989
"ASV196",0.270444630863794,0.18268737465325,0.016342490272352,0.175355622498041,0.740991406113841,0.974676968053531,0.998072603216447
"ASV197",0.266123605908969,0.1842789509021,0.016233423790919,0.171316106845336,0.738920657415327,0.974841049968425,0.998118410973363
"ASV198",0.254190895395897,0.188698662735896,0.015666829802643,0.160251394104527,0.736056486270514,0.976048989532729,0.998323606610415
"ASV199",0.269297249621569,0.18850598179335,0.0201022646461434,0.173087082858367,0.703279527572871,0.964078349315917,0.996720243109316
"ASV200",0.263186671720125,0.207271877632479,0.0162911258255063,0.157490466875502,0.746917733001154,0.978989548110739,0.998642512683028
"ASV201",0.265339660135054,0.155036038521268,0.0157817678643457,0.186023489477539,0.723381486142122,0.967662421297579,0.997088030014881
"ASV202",0.249400067855374,0.197118348854143,0.0155372316905559,0.152712788706963,0.737104509078905,0.977586580144091,0.998528324330267
"ASV203",0.286652332152974,0.181740177195745,0.0206555297477098,0.189877032132601,0.711665993531023,0.962951945218608,0.996359859382638
"ASV204",0.275901075556998,0.168261930272105,0.0163124664534893,0.187207560564906,0.737521322516029,0.971653842344684,0.997614340341979
"ASV205",0.320535560250325,0.15360114493152,0.0218538556061513,0.234097564198292,0.712863750608121,0.952753775769539,0.993931965762325
"ASV206",0.351377130238191,0.143599664980653,0.0265193498706994,0.269450682816031,0.694211569796246,0.933216301046511,0.988507171418007
"ASV207",0.237833489814769,0.217683712129205,0.0153014982870357,0.135307568597319,0.736982849907987,0.980459156292156,0.998888222666365
"ASV208",0.288496063117917,0.170079310285842,0.0170912702447685,0.196193383937071,0.742045103203382,0.97134930500442,0.997503563991879
"ASV209",0.274383804255499,0.190781890722101,0.0168523956758113,0.174140000308351,0.743599728798006,0.975543337439755,0.998180587766383
"ASV210",0.319026553774375,0.164593532661118,0.0214699720345075,0.225718262379923,0.723583777703838,0.959194043099657,0.995284727226527
"ASV211",0.26904183855872,0.190559009361544,0.0165481759639482,0.170277244570063,0.741685439186263,0.975711357534635,0.998223919683171
"ASV212",0.244305286157527,0.220476569718365,0.0156824590419826,0.138355505092401,0.740294182732388,0.980621313505444,0.998888049400285
"ASV213",0.279666198367511,0.179886326741404,0.0163565286509808,0.183684753244533,0.747993411397441,0.975094785815969,0.998067441455081
"ASV214",0.240682866883015,0.199226679876286,0.0152768195754023,0.145630979367944,0.732158568540357,0.977697276553809,0.998579579080106
"ASV215",0.24154630403919,0.215466783094986,0.0154498279620287,0.138774220716764,0.738231403951843,0.980142209522,0.998843738175818
"ASV216",0.257068131545053,0.200324238845613,0.0161167050508075,0.156676691880254,0.739662640180813,0.97750252372814,0.998497287473152
"ASV217",0.261183835038973,0.194270684066929,0.0156574852504888,0.162396653720063,0.746120356046846,0.978044898556502,0.998521260627388
"ASV218",0.227996326684943,0.208776797826476,0.0151500331129826,0.132804374421476,0.724278523690325,0.978288382801705,0.99870781702253
"ASV219",0.251789437028566,0.200860735355115,0.0158096501850358,0.152652918426394,0.738141609840921,0.977830247099518,0.998553097961911
"ASV220",0.247584707205298,0.205788084351955,0.0158601422463323,0.147444215583136,0.735491713923933,0.978121342803903,0.998610717445979
"ASV221",0.252100866970766,0.195353630097934,0.0156076208910127,0.155473093682524,0.738148962492246,0.977357938515524,0.998489371054993
"ASV222",0.319680096176753,0.158654270798241,0.0216096612999991,0.230062122670898,0.718398710723284,0.956103244848051,0.994651192532031
"ASV223",0.195512069206058,0.216772771513056,0.0138433581600237,0.108538151229337,0.705925288356236,0.97930826266613,0.998929489404571
"ASV224",0.25328763738986,0.190258808745572,0.0154324020703108,0.1587420278208,0.738808694354217,0.976959457013205,0.99842919277948
"ASV225",0.250023524518589,0.200415449104429,0.0158183016505828,0.151659838256125,0.736003984901212,0.977516745418098,0.998527305434326
"ASV226",0.256893595529206,0.180402145598663,0.0154257584463748,0.166260690853854,0.736951077726166,0.975222429478966,0.998194790917079
"ASV227",0.248884604001979,0.198908356063859,0.015401396731967,0.151440675201442,0.739100504981593,0.978245570623182,0.998600986635288
"ASV228",0.290867646760245,0.165453382612021,0.0211133152780006,0.202659319552268,0.700264387754576,0.955505291705194,0.99495943055366
"ASV229",0.265738786993259,0.196333864789406,0.0165068418575001,0.16491115064999,0.741894210949179,0.976656251381818,0.998360583166999
"ASV230",0.252576201828629,0.188573824069864,0.0155835245897634,0.159133919725778,0.735331764141537,0.976069398460374,0.99833274259123
"ASV231",0.274010097203087,0.187124938749627,0.0161172493031021,0.175496962964306,0.749445409582729,0.976762414258656,0.998309920406585
"ASV232",0.252236739972312,0.203330203028159,0.0157411077061542,0.15173411605751,0.740571290498372,0.978520532612166,0.998626404018021
"ASV233",0.22569595174867,0.218365823340437,0.0149621783871124,0.127121226739063,0.72815539242905,0.980105623672779,0.998897599979149
"ASV234",0.248249444174313,0.18353832801037,0.0153113953929761,0.158423252219833,0.731287511650507,0.975212994466753,0.998244961687154
"ASV235",0.229096503903244,0.222247009233911,0.0151410659673767,0.127673431009656,0.731211913053503,0.980606783832621,0.998937127215452
"ASV236",0.249241893133392,0.194259073578756,0.0159443035386963,0.154149419625959,0.730584673124123,0.975816460426687,0.998337242242179
"ASV237",0.269612786017526,0.186986345934427,0.0165555125390621,0.172569096935126,0.740217990661384,0.974955354484529,0.99812329903009
"ASV238",0.233433718236171,0.199203948785286,0.0151380720608867,0.140673363201427,0.725976336988916,0.977208544702781,0.998560941083832
"ASV239",0.235860685455977,0.210696404714764,0.0152101447917997,0.137129305397891,0.733096924064541,0.979369232901654,0.998782646674981
"ASV240",0.277338956732776,0.170427585313545,0.0166289789861153,0.187257735644965,0.73678240658445,0.971433864219293,0.997585368188532
"ASV241",0.23727419971296,0.228745442818521,0.0157412495049846,0.130188494278166,0.735148323667317,0.980943335568347,0.998953537992238
"ASV242",0.263686133713631,0.191919178421332,0.0165036054733467,0.16572232509824,0.737631566263952,0.975484819838362,0.998227498595727
"ASV243",0.336103406934999,0.154354415973433,0.0263539902513271,0.249075340201011,0.691049250250185,0.937824881283721,0.990264445820177
"ASV244",0.272208853503159,0.192603792352743,0.0166129631656764,0.171503450038817,0.745096910114749,0.976345681436138,0.998287199313841
