"","psi","p11","p10","PoO.0","PoO.1","PoO.2"
"ASV396",0.314749428193615,0.246266002832012,0.0415759304861193,0.22123060392269,0.68149100166039,0.941573012876784
"ASV399",0.313676648868152,0.246265218324542,0.041668383049815,0.220407570525228,0.679946711733271,0.94105222058838
"ASV400",0.310181256665688,0.245750309095941,0.0408086561109597,0.217549156455498,0.680437399896808,0.94221866355382
"ASV401",0.300179612787162,0.252007586415041,0.0412075956947916,0.20701612520793,0.671750309642428,0.941322556415787
"ASV403",0.308015889040235,0.248832029661533,0.0413143309252217,0.214623220210033,0.677481788173468,0.941680288649611
"ASV406",0.305361140795329,0.250963251754069,0.0409591106794275,0.211453164855491,0.677802153050688,0.942868304450215
"ASV408",0.315112517562583,0.244839101430278,0.0409634310320912,0.221952957756649,0.684082703415139,0.942649785940344
"ASV409",0.306155556993519,0.248566895173244,0.0408889652255625,0.213122782181216,0.677580015882723,0.942217440981485
"ASV411",0.328706419673617,0.259753544077125,0.0494569264555579,0.228968965314624,0.666975954892261,0.93106857454397
"ASV412",0.311994389201657,0.248119598607749,0.0416130831545518,0.218204517205016,0.679616547564412,0.941595384914752
"ASV413",0.311545144209775,0.24594435259992,0.0413071394944894,0.218724539266843,0.679409595309365,0.941322773267401
"ASV414",0.311344566807118,0.248825357822227,0.0411856055427761,0.217216856695402,0.681519214079884,0.942863808366105
"ASV416",0.300573904559743,0.251175480863126,0.0412753867010864,0.207713246791121,0.671332906949089,0.940877670536417
"ASV417",0.302574825605027,0.255640671109678,0.0413455182352388,0.207332461046197,0.675624431624816,0.943136157314275
"ASV418",0.308811124090863,0.244017883953275,0.0410593059278887,0.217327943491199,0.676717908257405,0.940406444885977
"ASV420",0.329378915026875,0.238132888547281,0.0415250924135117,0.236830051055506,0.691248851764411,0.941699003811873
"ASV421",0.314620575088504,0.247256574626225,0.0412089445668321,0.22054337040877,0.683784158339076,0.942942041603858
"ASV422",0.313318194607145,0.24682482048984,0.0414677219101896,0.21979480678882,0.680920739384179,0.94174339105947
"ASV423",0.305754139823214,0.250577564398925,0.0408698996844725,0.211902983103904,0.678438695702773,0.943037048497951
"ASV424",0.302772833553877,0.257222448346196,0.0409728400382097,0.20666047496516,0.678607675926166,0.944796084688474
"ASV426",0.333740843657664,0.233274799097316,0.0417172476470431,0.242808561710636,0.691464335288485,0.939986222198943
"ASV427",0.316396277824043,0.246057348800631,0.0414794751145264,0.222608014853205,0.683501059016807,0.94215206241785
"ASV428",0.294103143384583,0.257047797829594,0.0408125720046656,0.199975392053639,0.670241714481545,0.94294569513412
"ASV429",0.301450088974915,0.250766274421565,0.0413905732164933,0.208619372618448,0.671424132894839,0.940617341973533
"ASV430",0.306399542324806,0.244788216785895,0.0413108219104173,0.215152301139607,0.673419959934167,0.939433306311259
"ASV431",0.321575115242432,0.238998135116264,0.0414236579161499,0.230025113783045,0.684654955233397,0.940400830440757
"ASV434",0.305682900680732,0.25384688361423,0.0413580063929716,0.210559830113078,0.677760275283329,0.943136104803646
"ASV435",0.318009338051115,0.244107358470709,0.0413016379653673,0.224733865726662,0.684837587533995,0.942159028562412
"ASV436",0.309731202811007,0.245919519912047,0.0411648204689836,0.217241184659583,0.678268082130234,0.941224930463639
"ASV438",0.301361880095964,0.254415778911068,0.041400381136702,0.206946254904899,0.673388993769818,0.942162392509554
"ASV440",0.308599254904504,0.251402498898419,0.0411552325665537,0.213873744149592,0.680376013521295,0.94335998487222
"ASV441",0.307212810976778,0.249175171474834,0.0413543307440605,0.213848707060962,0.676656314007759,0.941518076203765
"ASV442",0.312868169139435,0.247738624260571,0.0412779706752502,0.218952880470404,0.681957800956252,0.942532256837207
"ASV443",0.308120705317873,0.246664744403163,0.0413662408882224,0.215697571826665,0.676043098375779,0.940599236809467
"ASV444",0.309439765861521,0.246750861547008,0.0408632036893558,0.216528060772244,0.679999989861415,0.942326749263349
"ASV445",0.301885942203618,0.254481961398034,0.0417150675335332,0.207433619652875,0.672379834925584,0.941497482927407
"ASV446",0.3188786068461,0.241342592762858,0.041372463378811,0.226735910706807,0.683676532038805,0.940937128804485
"ASV447",0.301186361168665,0.247298825332793,0.0413318917692362,0.20991992629358,0.669390906087038,0.939133298039103
"ASV448",0.317135883114171,0.246265877930015,0.0410081436034836,0.2229336830325,0.686720720757634,0.943657631284237
"ASV449",0.319192634738752,0.239473721464987,0.0412807797702847,0.227820364152653,0.683299013654728,0.940397702444569
"ASV450",0.306089236264131,0.251568298790295,0.0412493207873215,0.211856853105646,0.677424758730831,0.942551033736826
"ASV451",0.312688103632659,0.243148357421945,0.0415960151480074,0.221010693649296,0.677429399122515,0.939559563114682
"ASV453",0.307156491454666,0.250424793402632,0.041078085417319,0.213148106411146,0.678728379974227,0.942779540338063
"ASV455",0.317042673678788,0.243772213414767,0.041585451027048,0.22421473341344,0.682254086234123,0.941009217788346
"ASV456",0.318720510079975,0.242715803805665,0.0417918292114772,0.226127007381857,0.682266178039061,0.940404089099933
"ASV458",0.313069399399035,0.245667171737343,0.0412618499159053,0.22004966208746,0.681016385815614,0.941710188563541
"ASV459",0.316901885183652,0.244345453778959,0.0416463909358496,0.223860134601725,0.682154231924941,0.941071280918882
"ASV461",0.31723929684471,0.245111505806088,0.0413265748423536,0.223662534390377,0.684545137901633,0.942346761259764
"ASV462",0.308114732867101,0.250389458975644,0.0414136778907338,0.214037210326572,0.677990578304102,0.942125670290305
"ASV463",0.289423553206004,0.264702214202853,0.0408246824113471,0.193132661741176,0.669369540765264,0.944823025039958
"ASV465",0.308924014144982,0.247126815456259,0.0409724211993144,0.215988163586081,0.679140558443501,0.942070340564802
"ASV468",0.307966708226635,0.252599859971423,0.0413395887910596,0.212903008813533,0.679485302639497,0.943231476897002
"ASV470",0.301613364767146,0.25144907855524,0.0410258723596497,0.20832086821386,0.673857841137463,0.941939106087801
"ASV472",0.325651526254972,0.240384307315532,0.0416106448939514,0.232758158138009,0.688587133806173,0.941577010636632
"ASV473",0.312393998779161,0.243214911722393,0.0413660048618556,0.220662319485304,0.678329456472997,0.940140057653218
"ASV474",0.298668386590048,0.259325431335332,0.0415807902560676,0.202766135962745,0.672403206537155,0.943066023418414
"ASV476",0.311800390855507,0.248867248309701,0.0411622186509013,0.217551121829442,0.682122589155946,0.943057318486736
"ASV477",0.324166099496957,0.239098573273648,0.0415237252079388,0.232121017620455,0.686773648076358,0.940840175258375
"ASV478",0.310011948536284,0.247460520919144,0.0414319302644864,0.216863705685422,0.678120697519367,0.941273074957232
"ASV482",0.310767506218507,0.247286592822359,0.0407289528407622,0.217292988465838,0.682348584563849,0.943250439240534
"ASV484",0.308688782509205,0.247514707366376,0.0413784628231893,0.215770507399178,0.6770697765852,0.941097457371422
"ASV485",0.315263249461882,0.244026372428744,0.041184825358197,0.222525329175648,0.682630744789497,0.941738514752122
"ASV486",0.310215266808314,0.251561720347219,0.0418610965525683,0.215324993986163,0.678571413911792,0.941999319529036
"ASV488",0.308829244940611,0.247422518182787,0.0408725086949231,0.215744759545416,0.679727842288283,0.942441997991429
"ASV489",0.30981952347638,0.249264328909963,0.0414172711911618,0.215892136703215,0.679058953230315,0.942060419928216
"ASV490",0.300867580076564,0.253828152898187,0.0413389061765202,0.206798351758434,0.672849586646969,0.941943948894367
"ASV491",0.315288212838398,0.24561350409953,0.041341673198217,0.221875414403089,0.682816878394787,0.942038409163568
"ASV493",0.316530687003119,0.242885805569284,0.0416536050218042,0.224235533138417,0.680864320838742,0.940287561143025
"ASV494",0.309470810842616,0.247173374294636,0.0411092177798106,0.216449386935615,0.679030718538833,0.941866464535319
"ASV495",0.310434441696766,0.245925349370753,0.0412090267433077,0.217813762610607,0.678764547553427,0.941290617325068
"ASV498",0.31932401062127,0.241589880681874,0.0417177785296407,0.227107555201361,0.682550128523074,0.94023717168745
"ASV499",0.313257821334348,0.243638968620004,0.0412609571176761,0.221123248420978,0.679992711319636,0.940844549864627
"ASV501",0.30459569598431,0.252854668553602,0.0410998977495384,0.21006022040846,0.677383654476195,0.943112525434022
"ASV503",0.306115485584653,0.248134064182844,0.0413521013521603,0.213446462709655,0.6749231057167,0.940774360659489
"ASV505",0.31329852773638,0.243674730664189,0.0412346557314654,0.22113010002745,0.680188285496283,0.940942319921851
"ASV506",0.311309967576042,0.247026008802621,0.0407235898619299,0.217839852417729,0.682770940959416,0.943287154477274
"ASV507",0.313934818015374,0.239865332894189,0.0416867721111971,0.223541622818657,0.676214145355415,0.938080482912681
"ASV509",0.308208733244906,0.248547851425991,0.0412444429724843,0.214878750481782,0.677866294805861,0.941790319508094
"ASV510",0.318384857863574,0.244777699671707,0.0413865003421753,0.224757132997266,0.68518756053594,0.942328298122647
"ASV511",0.310327660959914,0.250847099472917,0.0414375042931871,0.21558698374419,0.680392825319935,0.942822982897208
"ASV512",0.312981498668281,0.245349162125055,0.041368137233041,0.220162261854223,0.680202442914499,0.941261502160817
"ASV514",0.310073812074985,0.246225491182256,0.0413183693006076,0.217430105253645,0.678022880186256,0.941038917676543
"ASV515",0.324177223341662,0.235933682493624,0.041150885731014,0.233473838229739,0.686667582936862,0.940361895566233
"ASV516",0.310461107792723,0.245812235012002,0.0413597915900534,0.217939704455205,0.677961598045005,0.940841427176806
"ASV519",0.3058065598241,0.253008489102035,0.0413158083268916,0.21101573244121,0.677623574511414,0.942921621841198
"ASV520",0.312320715779066,0.250598503679987,0.0411528668551781,0.217175027268021,0.683696027274229,0.943949784667208
"ASV521",0.322186318346736,0.242213474124713,0.0410209160822738,0.228874462372764,0.689231167107035,0.943092236458923
"ASV522",0.302074072259104,0.255989172968623,0.0409261003124032,0.206645432641414,0.677436079489631,0.944238418435261
"ASV526",0.308158279474754,0.25160922214211,0.041118324031436,0.213420654144199,0.680231796185713,0.943433181518249
"ASV527",0.310380450875687,0.250845643196163,0.0412915032664974,0.215577839847745,0.681179532954734,0.943214933805335
"ASV528",0.333758518013779,0.25594912331625,0.0486072444434478,0.234536632690227,0.673521119714945,0.932841371231934
"ASV530",0.323463449809415,0.242084274655782,0.0414107989720372,0.230111593948292,0.688465140146912,0.942328351072505
"ASV534",0.321421194125159,0.240772666602379,0.04131565681877,0.229034767441059,0.686133143554729,0.941473971291177
"ASV535",0.317247326591521,0.243278280329157,0.0416413989242918,0.224626834644115,0.681881879870325,0.94068640422944
"ASV536",0.300866831641401,0.252947898467375,0.0410248963182272,0.207077255480042,0.673949026419596,0.942396097576434
"ASV537",0.315830015225985,0.245545016776541,0.0415084144470814,0.222400360983114,0.682485263167745,0.941704465940716
"ASV538",0.308313536610945,0.244829099037369,0.0413749387546858,0.216678687517,0.67509346402119,0.939786412356052
"ASV539",0.302184093463205,0.249532279915808,0.041305361618389,0.209710579164306,0.671902207329638,0.940490916947691
"ASV540",0.31846003516753,0.240890272536674,0.041409810522742,0.226620591680102,0.682795448684795,0.940519816466476
"ASV542",0.3715842931205,0.261915714526642,0.0541516942658339,0.264740282042509,0.690569508966669,0.932581734597027
"ASV545",0.312818950833639,0.244507189985973,0.0414787139013008,0.22045510506453,0.678975942545975,0.940540285921201
"ASV546",0.335178616265878,0.254262550889617,0.048754993332338,0.236556693487515,0.673334797614902,0.932027855528528
"ASV547",0.310883869389206,0.246509940082808,0.0411836397263304,0.217898042611836,0.679698618107089,0.941735534725848
"ASV548",0.323230385524136,0.241611267284238,0.0415657423811022,0.230201225522413,0.687183224538972,0.94164822390085
"ASV550",0.307758305538475,0.253119201972279,0.0413814592053209,0.212521037713587,0.679357249918797,0.943290619414496
"ASV551",0.317559572885766,0.245647154102502,0.0416276998262103,0.223781832906746,0.683681913491656,0.941873588751086
"ASV553",0.308759068684789,0.247428686652317,0.0415462262755861,0.215924193171028,0.676243814700238,0.940626841068239
"ASV555",0.307767350939995,0.247739145287541,0.0411006743979619,0.214841705116978,0.677667018634705,0.941702253382328
"ASV558",0.358529244091428,0.269095396785197,0.0545518091289105,0.250395202918519,0.680655439315435,0.931507295420487
"ASV559",0.30580259828745,0.247659806827496,0.0411607692598151,0.213343826972305,0.675292044306616,0.940995483306711
"ASV561",0.311370549245992,0.24601303354553,0.0411273699514003,0.218490294034222,0.680181901559781,0.941788715192325
"ASV562",0.312840225570523,0.247579649432723,0.0417254838446157,0.219162684106327,0.679594061585305,0.941274807519603
"ASV564",0.174644389263045,0.570197528142517,0.0307782181892975,0.0399484178479917,0.634818672308494,0.986417382382618
"ASV565",0.300157072392572,0.250002805509206,0.0412453771435824,0.207891605848934,0.670360807435713,0.940325213723366
"ASV566",0.319336550690398,0.245255045243792,0.0413233040061881,0.225277760117825,0.686729973642334,0.942941205647374
"ASV567",0.314745725480488,0.24535805303029,0.0416931378345088,0.221684947339468,0.680361259950079,0.940851783424735
"ASV568",0.307118442464198,0.255035752596698,0.041339333120098,0.21114665631462,0.67999803713237,0.944041144100811
"ASV571",0.308986634963036,0.246833081510244,0.040830346926099,0.216119799216211,0.679754647067241,0.942335101594245
"ASV572",0.299643078737604,0.253010092953318,0.0412673384856514,0.20617802110548,0.671460776863044,0.941459802415883
"ASV573",0.315709649864803,0.244764934475791,0.0411891761929257,0.222546313340172,0.683498978122926,0.942170445362007
"ASV574",0.317888644799557,0.245225715782871,0.0414099796913831,0.224160868040287,0.684843426021928,0.942341092722744
"ASV576",0.310173710927773,0.249160751733147,0.0413492256780622,0.216195275602518,0.679701856616279,0.942284520348946
"ASV577",0.293000769446655,0.260034133609799,0.0405821253694905,0.197768563424892,0.671925817297528,0.94449178979956
"ASV578",0.305464014604894,0.248831012613022,0.0411726470953693,0.212558343815823,0.675574494296958,0.941397479672007
"ASV580",0.313601309346431,0.247144831401228,0.0414485393405152,0.219867799930114,0.68149165453101,0.942007939669971
"ASV582",0.316082963677476,0.249111264700731,0.0416752536636336,0.221027204190214,0.684003308889439,0.942899797740384
"ASV583",0.319822002321756,0.241690352192145,0.0417367075794616,0.227470179273543,0.683013547244777,0.940361485324416
"ASV584",0.299109943007816,0.255094421232652,0.0411480977969417,0.204810033273009,0.672703254211257,0.942533661932457
"ASV585",0.312568656637529,0.246659760361237,0.0416329856462868,0.219331642048286,0.679236540819446,0.9410383371226
"ASV586",0.298975847951472,0.254115783921196,0.0410080135834104,0.205086050468411,0.672723852851405,0.942451992159454
"ASV587",0.310639992643375,0.248606016634624,0.0410726238440359,0.216717388975882,0.681248071940216,0.94288761778357
"ASV589",0.304208718596485,0.249774019389297,0.0414589432265357,0.21124926698556,0.673372732902756,0.940719815257814
"ASV591",0.336051912046326,0.253757086799628,0.048696927210066,0.237487958049274,0.674155753505592,0.932174685688455
"ASV592",0.363646332881344,0.270056944380342,0.0541015279189926,0.253901707632575,0.687622798384715,0.93437788100721
"ASV594",0.306950884930847,0.250542440233749,0.0409519184629625,0.212889371864165,0.679227730464028,0.943109081192339
"ASV596",0.314508046260062,0.24100097837829,0.041416990406425,0.223386655521049,0.678857660659358,0.939522052652225
"ASV597",0.312201057249935,0.244805217159453,0.0411379748599182,0.219704002393892,0.68024774159226,0.941431977696691
"ASV598",0.355370910617127,0.269939173530895,0.0545323093691589,0.247383366306202,0.678162111998312,0.931073246395568
"ASV599",0.310676058995354,0.246004207326535,0.0416486523575033,0.218126820951508,0.676840883271023,0.940206281770481
"ASV600",0.317878173389419,0.245955309905201,0.0416611607295924,0.223907340413464,0.684016213069282,0.942003211390171
"ASV602",0.33143411658394,0.235081292612667,0.041823316429371,0.240081789700805,0.689869411826367,0.939983842845178
"ASV604",0.302394988275703,0.252590724149288,0.0414043191537904,0.208559242220412,0.673401433902654,0.941632265929606
"ASV606",0.301230587993569,0.248165130438041,0.0413657836092164,0.209584708594643,0.669782761651501,0.939450611243279
"ASV609",0.32465158929533,0.237724361019598,0.0415523365711469,0.233171378748523,0.686256397650967,0.940242328021078
"ASV611",0.311972093364105,0.248727587176034,0.0412023217319179,0.217764918979082,0.682012571387318,0.942935284294855
"ASV612",0.314452993689143,0.248821371645475,0.0412755617914555,0.219719301716336,0.684195852261733,0.943403495101012
"ASV613",0.305958255845932,0.251790408975863,0.0414023782205273,0.211708108073932,0.676643038389775,0.942211173368942
"ASV614",0.307127358023482,0.250585411779187,0.0413913879345524,0.213162873897934,0.677204166836449,0.942016826615545
"ASV616",0.321573136336879,0.240470169841687,0.041833666065858,0.229489631201145,0.68352546948124,0.939983205027852
"ASV617",0.321060012302976,0.2398974157637,0.0416078811382958,0.229256904207481,0.683783343306523,0.940191675934106
"ASV618",0.320197553389205,0.237920624330087,0.0416419884645192,0.229487826109379,0.681525950898665,0.938934126237492
"ASV619",0.306049567316937,0.245736055369704,0.0409781478813221,0.214333960913361,0.675330423805163,0.940687151839554
"ASV620",0.308305843279411,0.249496320701051,0.0413316775470464,0.214560310624668,0.678080117929494,0.942000876314492
"ASV621",0.3006889111865,0.252353888138267,0.0413687956526368,0.207317250254606,0.67166149633512,0.941176631291429
"ASV623",0.319044305132695,0.242848034407264,0.0415078116409456,0.226223061483117,0.684080796090006,0.941306576576235
"ASV624",0.312124381752436,0.24409949580808,0.0413984757638043,0.220056405311868,0.678428649438161,0.940389220478404
"ASV625",0.316623493629643,0.245921494353941,0.0411766792942091,0.222742847048618,0.685162055351118,0.942942618845843
"ASV626",0.312513170172265,0.24801578200136,0.0411057182844922,0.218483281219281,0.682629758509515,0.943015005536796
"ASV628",0.315781488737794,0.250690412765339,0.0413341839140127,0.219941474110071,0.686307323638185,0.9443718678994
"ASV629",0.313543278066785,0.244318553204961,0.0412859690580015,0.221051089321184,0.680565431920842,0.941160186910678
"ASV630",0.321286005151789,0.24215725709069,0.0414850487272552,0.228343815972778,0.685998326286654,0.941620656806562
"ASV631",0.304214167486505,0.248926185008193,0.0410113620435123,0.211474465022964,0.675161111616034,0.941547181994115
"ASV632",0.317910243742685,0.241910066421442,0.0417769682643595,0.225840445539042,0.681038870613138,0.939859647664329
"ASV635",0.318789822100084,0.249140654867423,0.0413586728960627,0.223057601036914,0.688281623576854,0.944387684014712
"ASV636",0.324135310261068,0.240764866752163,0.0416517122163447,0.231362925016021,0.687132365430703,0.94126145569805
"ASV637",0.300203912546257,0.254252646148303,0.0406301031879654,0.205852926649588,0.676033457091788,0.943816643532629
"ASV638",0.333504661052771,0.256026104078368,0.0488664273837284,0.234392347804352,0.672202576050517,0.932137788884147
"ASV639",0.312466273420924,0.267635664272808,0.0489280692694392,0.212279838092315,0.656863841319305,0.931498334933438
"ASV640",0.326375892935994,0.243527336944889,0.04164051297195,0.231878284736755,0.691038015108938,0.943089900536838
"ASV641",0.32749546783651,0.24045417951939,0.041405487971338,0.234149055797496,0.691434432847984,0.942605404345865
"ASV642",0.320109768678325,0.240832540821266,0.0414770494162168,0.228005153857963,0.684066432385396,0.940735736840101
"ASV644",0.319520964428839,0.242434165566009,0.0416702662365293,0.226858246400496,0.68349639839791,0.940805655723426
"ASV645",0.329142658878885,0.235162975695474,0.0417995810664695,0.238149154473947,0.687816953216273,0.939500866745741
