area,line,net_tow,date,time_in_water_gmt,start_latitude_n,start_longitude_w,time_door_in,lat_door_in_deg,lat_door_in_min,long_door_in_deg,long_door_in_min,time_door_out,lat_door_out_deg,lat_door_out_min,long_door_out_deg,long_door_out_min,time_out_of_water_gmt,end_latitude_n,end_longitude_w,bottom_depth_m,depth_range_targeted_m,depth_mean,time_target_depth_start_gmt,time_target_depth_stop_gmt,average_wire_out,vessel_tow_speed_knots,codend_fullness,fraction_processed,notes,leg,lat_door_in_dd,long_door_in_dd,lat_door_out_dd,long_door_out_dd,set_number,duration_minutes
SB,S2,15,2018-08-12,20:00,48 34.071,124 48.563,20:12,48,34.029,124,48.516,20:12,48,33.73,124,50.1,20:36,48 33.738,124 50.234,89,70,70,20:15,20:30,56-71 fm,3.2-4.2,big catch,subsample,,southern,48.56715,-124.8086,48.56216666666667,-124.835,15,0
